S,I,R,mortes,tempo
51.8517,13.1150,5.0334,0.1007,58.2
51.8177,13.1341,5.0483,0.1010,58.3
51.7836,13.1532,5.0632,0.1013,58.4
51.7496,13.1723,5.0781,0.1016,58.5
51.7155,13.1914,5.0931,0.1019,58.6
51.6814,13.2105,5.1081,0.1022,58.7
51.6473,13.2296,5.1231,0.1025,58.8
51.6131,13.2488,5.1381,0.1028,58.9
51.5789,13.2679,5.1532,0.1031,59.0
51.5447,13.2870,5.1683,0.1034,59.1
51.5104,13.3062,5.1834,0.1037,59.2
51.4762,13.3253,5.1985,0.1040,59.3
51.4419,13.3445,5.2136,0.1043,59.4
51.4075,13.3636,5.2288,0.1046,59.5
51.3732,13.3828,5.2440,0.1049,59.6
51.3388,13.4020,5.2592,0.1052,59.7
51.3044,13.4212,5.2744,0.1055,59.8
51.2700,13.4403,5.2897,0.1058,59.9
51.2355,13.4595,5.3049,0.1061,60.0
51.2011,13.4787,5.3202,0.1064,60.1
51.1665,13.4979,5.3356,0.1067,60.2
51.1320,13.5171,5.3509,0.1070,60.3
51.0975,13.5363,5.3663,0.1073,60.4
51.0629,13.5555,5.3816,0.1076,60.5
51.0283,13.5747,5.3970,0.1079,60.6
50.9936,13.5939,5.4125,0.1082,60.7
50.9590,13.6131,5.4279,0.1086,60.8
50.9243,13.6323,5.4434,0.1089,60.9
50.8896,13.6515,5.4589,0.1092,61.0
50.8548,13.6708,5.4744,0.1095,61.1
50.8201,13.6900,5.4899,0.1098,61.2
50.7853,13.7092,5.5055,0.1101,61.3
50.7505,13.7285,5.5211,0.1104,61.4
50.7156,13.7477,5.5367,0.1107,61.5
50.6808,13.7669,5.5523,0.1110,61.6
50.6459,13.7862,5.5679,0.1114,61.7
50.6110,13.8054,5.5836,0.1117,61.8
50.5760,13.8247,5.5993,0.1120,61.9
50.5411,13.8439,5.6150,0.1123,62.0
50.5061,13.8632,5.6307,0.1126,62.1
50.4711,13.8824,5.6465,0.1129,62.2
50.4361,13.9017,5.6623,0.1132,62.3
50.4010,13.9209,5.6780,0.1136,62.4
50.3659,13.9402,5.6939,0.1139,62.5
50.3308,13.9595,5.7097,0.1142,62.6
50.2957,13.9787,5.7256,0.1145,62.7
50.2605,13.9980,5.7415,0.1148,62.8
50.2254,14.0173,5.7574,0.1151,62.9
50.1902,14.0365,5.7733,0.1155,63.0
50.1549,14.0558,5.7892,0.1158,63.1
50.1197,14.0751,5.8052,0.1161,63.2
50.0844,14.0944,5.8212,0.1164,63.3
50.0491,14.1136,5.8372,0.1167,63.4
50.0138,14.1329,5.8533,0.1171,63.5
49.9785,14.1522,5.8693,0.1174,63.6
49.9431,14.1715,5.8854,0.1177,63.7
49.9077,14.1908,5.9015,0.1180,63.8
49.8723,14.2101,5.9176,0.1184,63.9
49.8369,14.2293,5.9338,0.1187,64.0
49.8014,14.2486,5.9500,0.1190,64.1
49.7659,14.2679,5.9661,0.1193,64.2
49.7304,14.2872,5.9824,0.1196,64.3
49.6949,14.3065,5.9986,0.1200,64.4
49.6593,14.3258,6.0149,0.1203,64.5
49.6238,14.3451,6.0311,0.1206,64.6
49.5882,14.3644,6.0474,0.1209,64.7
49.5526,14.3837,6.0638,0.1213,64.8
49.5169,14.4030,6.0801,0.1216,64.9
49.4813,14.4223,6.0965,0.1219,65.0
49.4456,14.4415,6.1129,0.1223,65.1
49.4099,14.4608,6.1293,0.1226,65.2
49.3742,14.4801,6.1457,0.1229,65.3
49.3384,14.4994,6.1622,0.1232,65.4
49.3026,14.5187,6.1786,0.1236,65.5
49.2668,14.5380,6.1951,0.1239,65.6
49.2310,14.5573,6.2116,0.1242,65.7
49.1952,14.5766,6.2282,0.1246,65.8
49.1593,14.5959,6.2448,0.1249,65.9
49.1235,14.6152,6.2613,0.1252,66.0
49.0876,14.6345,6.2780,0.1256,66.1
49.0517,14.6537,6.2946,0.1259,66.2
49.0157,14.6730,6.3112,0.1262,66.3
48.9798,14.6923,6.3279,0.1266,66.4
48.9438,14.7116,6.3446,0.1269,66.5
48.9078,14.7309,6.3613,0.1272,66.6
48.8717,14.7502,6.3781,0.1276,66.7
48.8357,14.7695,6.3948,0.1279,66.8
48.7996,14.7887,6.4116,0.1282,66.9
48.7636,14.8080,6.4284,0.1286,67.0
48.7274,14.8273,6.4452,0.1289,67.1
48.6913,14.8466,6.4621,0.1292,67.2
48.6552,14.8658,6.4790,0.1296,67.3
48.6190,14.8851,6.4959,0.1299,67.4
48.5828,14.9044,6.5128,0.1303,67.5
48.5466,14.9237,6.5297,0.1306,67.6
48.5104,14.9429,6.5467,0.1309,67.7
48.4742,14.9622,6.5636,0.1313,67.8
48.4379,14.9814,6.5806,0.1316,67.9
48.4016,15.0007,6.5977,0.1320,68.0
48.3653,15.0200,6.6147,0.1323,68.1
48.3290,15.0392,6.6318,0.1326,68.2
48.2926,15.0585,6.6489,0.1330,68.3
48.2563,15.0777,6.6660,0.1333,68.4
48.2199,15.0970,6.6831,0.1337,68.5
48.1835,15.1162,6.7003,0.1340,68.6
48.1471,15.1354,6.7175,0.1343,68.7
48.1106,15.1547,6.7347,0.1347,68.8
48.0742,15.1739,6.7519,0.1350,68.9
48.0377,15.1931,6.7691,0.1354,69.0
48.0012,15.2124,6.7864,0.1357,69.1
47.9647,15.2316,6.8037,0.1361,69.2
47.9282,15.2508,6.8210,0.1364,69.3
47.8916,15.2700,6.8383,0.1368,69.4
47.8551,15.2892,6.8557,0.1371,69.5
47.8185,15.3085,6.8730,0.1375,69.6
47.7819,15.3277,6.8904,0.1378,69.7
47.7453,15.3469,6.9078,0.1382,69.8
47.7086,15.3661,6.9253,0.1385,69.9
47.6720,15.3853,6.9427,0.1389,70.0
47.6353,15.4044,6.9602,0.1392,70.1
47.5986,15.4236,6.9777,0.1396,70.2
47.5619,15.4428,6.9953,0.1399,70.3
47.5252,15.4620,7.0128,0.1403,70.4
47.4884,15.4812,7.0304,0.1406,70.5
47.4517,15.5003,7.0480,0.1410,70.6
47.4149,15.5195,7.0656,0.1413,70.7
47.3781,15.5386,7.0832,0.1417,70.8
47.3413,15.5578,7.1009,0.1420,70.9
47.3045,15.5769,7.1186,0.1424,71.0
47.2676,15.5961,7.1363,0.1427,71.1
47.2308,15.6152,7.1540,0.1431,71.2
47.1939,15.6343,7.1717,0.1434,71.3
47.1570,15.6535,7.1895,0.1438,71.4
47.1201,15.6726,7.2073,0.1441,71.5
47.0832,15.6917,7.2251,0.1445,71.6
47.0462,15.7108,7.2429,0.1449,71.7
47.0093,15.7299,7.2608,0.1452,71.8
46.9723,15.7490,7.2787,0.1456,71.9
46.9353,15.7681,7.2965,0.1459,72.0
46.8983,15.7872,7.3145,0.1463,72.1
46.8613,15.8063,7.3324,0.1466,72.2
46.8243,15.8253,7.3504,0.1470,72.3
46.7872,15.8444,7.3684,0.1474,72.4
46.7501,15.8635,7.3864,0.1477,72.5
46.7131,15.8825,7.4044,0.1481,72.6
46.6760,15.9016,7.4224,0.1484,72.7
46.6388,15.9206,7.4405,0.1488,72.8
46.6017,15.9397,7.4586,0.1492,72.9
46.5646,15.9587,7.4767,0.1495,73.0
46.5274,15.9777,7.4948,0.1499,73.1
46.4903,15.9967,7.5130,0.1503,73.2
46.4531,16.0157,7.5312,0.1506,73.3
46.4159,16.0347,7.5494,0.1510,73.4
46.3787,16.0537,7.5676,0.1514,73.5
46.3414,16.0727,7.5858,0.1517,73.6
46.3042,16.0917,7.6041,0.1521,73.7
46.2669,16.1106,7.6224,0.1524,73.8
46.2297,16.1296,7.6407,0.1528,73.9
46.1924,16.1486,7.6590,0.1532,74.0
46.1551,16.1675,7.6774,0.1535,74.1
46.1178,16.1864,7.6958,0.1539,74.2
46.0805,16.2054,7.7141,0.1543,74.3
46.0431,16.2243,7.7326,0.1547,74.4
46.0058,16.2432,7.7510,0.1550,74.5
45.9684,16.2621,7.7695,0.1554,74.6
45.9310,16.2810,7.7879,0.1558,74.7
45.8936,16.2999,7.8064,0.1561,74.8
45.8562,16.3188,7.8250,0.1565,74.9
45.8188,16.3377,7.8435,0.1569,75.0
45.7814,16.3565,7.8621,0.1572,75.1
45.7439,16.3754,7.8807,0.1576,75.2
45.7065,16.3942,7.8993,0.1580,75.3
45.6690,16.4131,7.9179,0.1584,75.4
45.6315,16.4319,7.9365,0.1587,75.5
45.5941,16.4507,7.9552,0.1591,75.6
45.5565,16.4695,7.9739,0.1595,75.7
45.5190,16.4883,7.9926,0.1599,75.8
45.4815,16.5071,8.0114,0.1602,75.9
45.4440,16.5259,8.0301,0.1606,76.0
45.4064,16.5446,8.0489,0.1610,76.1
45.3689,16.5634,8.0677,0.1614,76.2
45.3313,16.5822,8.0865,0.1617,76.3
45.2937,16.6009,8.1054,0.1621,76.4
45.2561,16.6196,8.1242,0.1625,76.5
45.2185,16.6384,8.1431,0.1629,76.6
45.1809,16.6571,8.1620,0.1632,76.7
45.1432,16.6758,8.1810,0.1636,76.8
45.1056,16.6945,8.1999,0.1640,76.9
45.0680,16.7131,8.2189,0.1644,77.0
45.0303,16.7318,8.2379,0.1648,77.1
44.9926,16.7505,8.2569,0.1651,77.2
44.9549,16.7691,8.2759,0.1655,77.3
44.9173,16.7877,8.2950,0.1659,77.4
44.8795,16.8064,8.3140,0.1663,77.5
44.8418,16.8250,8.3331,0.1667,77.6
44.8041,16.8436,8.3523,0.1670,77.7
44.7664,16.8622,8.3714,0.1674,77.8
44.7286,16.8808,8.3906,0.1678,77.9
44.6909,16.8993,8.4097,0.1682,78.0
44.6531,16.9179,8.4290,0.1686,78.1
44.6153,16.9364,8.4482,0.1690,78.2
44.5776,16.9550,8.4674,0.1693,78.3
44.5398,16.9735,8.4867,0.1697,78.4
44.5020,16.9920,8.5060,0.1701,78.5
44.4642,17.0105,8.5253,0.1705,78.6
44.4263,17.0290,8.5446,0.1709,78.7
44.3885,17.0475,8.5640,0.1713,78.8
44.3507,17.0659,8.5833,0.1717,78.9
44.3128,17.0844,8.6027,0.1721,79.0
44.2750,17.1028,8.6221,0.1724,79.1
44.2371,17.1213,8.6416,0.1728,79.2
44.1993,17.1397,8.6610,0.1732,79.3
44.1614,17.1581,8.6805,0.1736,79.4
44.1235,17.1765,8.7000,0.1740,79.5
44.0856,17.1948,8.7195,0.1744,79.6
44.0477,17.2132,8.7391,0.1748,79.7
44.0098,17.2315,8.7586,0.1752,79.8
43.9719,17.2499,8.7782,0.1756,79.9
43.9339,17.2682,8.7978,0.1760,80.0
43.8960,17.2865,8.8174,0.1763,80.1
43.8581,17.3048,8.8371,0.1767,80.2
43.8201,17.3231,8.8567,0.1771,80.3
43.7822,17.3414,8.8764,0.1775,80.4
43.7442,17.3596,8.8961,0.1779,80.5
43.7062,17.3779,8.9159,0.1783,80.6
43.6683,17.3961,8.9356,0.1787,80.7
43.6303,17.4143,8.9554,0.1791,80.8
43.5923,17.4325,8.9752,0.1795,80.9
43.5543,17.4507,8.9950,0.1799,81.0
43.5163,17.4689,9.0148,0.1803,81.1
43.4783,17.4870,9.0347,0.1807,81.2
43.4403,17.5052,9.0545,0.1811,81.3
43.4022,17.5233,9.0744,0.1815,81.4
43.3642,17.5414,9.0943,0.1819,81.5
43.3262,17.5595,9.1143,0.1823,81.6
43.2881,17.5776,9.1342,0.1827,81.7
43.2501,17.5957,9.1542,0.1831,81.8
43.2120,17.6137,9.1742,0.1835,81.9
43.1740,17.6318,9.1942,0.1839,82.0
43.1359,17.6498,9.2142,0.1843,82.1
43.0979,17.6678,9.2343,0.1847,82.2
43.0598,17.6858,9.2544,0.1851,82.3
43.0217,17.7038,9.2745,0.1855,82.4
42.9836,17.7217,9.2946,0.1859,82.5
42.9455,17.7397,9.3147,0.1863,82.6
42.9074,17.7576,9.3349,0.1867,82.7
42.8693,17.7755,9.3551,0.1871,82.8
42.8312,17.7934,9.3753,0.1875,82.9
42.7931,17.8113,9.3955,0.1879,83.0
42.7550,17.8292,9.4157,0.1883,83.1
42.7169,17.8471,9.4360,0.1887,83.2
42.6788,17.8649,9.4563,0.1891,83.3
42.6407,17.8827,9.4766,0.1895,83.4
42.6025,17.9005,9.4969,0.1899,83.5
42.5644,17.9183,9.5172,0.1903,83.6
42.5263,17.9361,9.5376,0.1908,83.7
42.4881,17.9538,9.5580,0.1912,83.8
42.4500,17.9716,9.5784,0.1916,83.9
42.4119,17.9893,9.5988,0.1920,84.0
42.3737,18.0070,9.6192,0.1924,84.1
42.3356,18.0247,9.6397,0.1928,84.2
42.2974,18.0424,9.6602,0.1932,84.3
42.2592,18.0600,9.6807,0.1936,84.4
42.2211,18.0777,9.7012,0.1940,84.5
42.1829,18.0953,9.7218,0.1944,84.6
42.1448,18.1129,9.7423,0.1948,84.7
42.1066,18.1305,9.7629,0.1953,84.8
42.0684,18.1480,9.7835,0.1957,84.9
42.0302,18.1656,9.8041,0.1961,85.0
41.9921,18.1831,9.8248,0.1965,85.1
41.9539,18.2006,9.8454,0.1969,85.2
41.9157,18.2181,9.8661,0.1973,85.3
41.8775,18.2356,9.8868,0.1977,85.4
41.8394,18.2531,9.9075,0.1982,85.5
41.8012,18.2705,9.9283,0.1986,85.6
41.7630,18.2879,9.9490,0.1990,85.7
41.7248,18.3053,9.9698,0.1994,85.8
41.6866,18.3227,9.9906,0.1998,85.9
41.6484,18.3401,10.0115,0.2002,86.0
41.6102,18.3575,10.0323,0.2006,86.1
41.5720,18.3748,10.0532,0.2011,86.2
41.5338,18.3921,10.0740,0.2015,86.3
41.4956,18.4094,10.0949,0.2019,86.4
41.4574,18.4267,10.1159,0.2023,86.5
41.4192,18.4439,10.1368,0.2027,86.6
41.3811,18.4612,10.1578,0.2032,86.7
41.3429,18.4784,10.1787,0.2036,86.8
41.3047,18.4956,10.1997,0.2040,86.9
41.2665,18.5128,10.2207,0.2044,87.0
41.2283,18.5299,10.2418,0.2048,87.1
41.1901,18.5471,10.2628,0.2053,87.2
41.1519,18.5642,10.2839,0.2057,87.3
41.1137,18.5813,10.3050,0.2061,87.4
41.0755,18.5984,10.3261,0.2065,87.5
41.0373,18.6154,10.3473,0.2069,87.6
40.9991,18.6325,10.3684,0.2074,87.7
40.9609,18.6495,10.3896,0.2078,87.8
40.9227,18.6665,10.4108,0.2082,87.9
40.8845,18.6835,10.4320,0.2086,88.0
40.8463,18.7004,10.4532,0.2091,88.1
40.8081,18.7174,10.4745,0.2095,88.2
40.7699,18.7343,10.4957,0.2099,88.3
40.7317,18.7512,10.5170,0.2103,88.4
40.6935,18.7681,10.5383,0.2108,88.5
40.6554,18.7849,10.5597,0.2112,88.6
40.6172,18.8018,10.5810,0.2116,88.7
40.5790,18.8186,10.6024,0.2120,88.8
40.5408,18.8354,10.6238,0.2125,88.9
40.5026,18.8522,10.6452,0.2129,89.0
40.4644,18.8689,10.6666,0.2133,89.1
40.4263,18.8857,10.6880,0.2138,89.2
40.3881,18.9024,10.7095,0.2142,89.3
40.3499,18.9191,10.7310,0.2146,89.4
40.3118,18.9357,10.7525,0.2150,89.5
40.2736,18.9524,10.7740,0.2155,89.6
40.2354,18.9690,10.7955,0.2159,89.7
40.1973,18.9856,10.8171,0.2163,89.8
40.1591,19.0022,10.8387,0.2168,89.9
40.1210,19.0188,10.8603,0.2172,90.0
40.0828,19.0353,10.8819,0.2176,90.1
40.0447,19.0518,10.9035,0.2181,90.2
40.0065,19.0683,10.9251,0.2185,90.3
39.9684,19.0848,10.9468,0.2189,90.4
39.9302,19.1012,10.9685,0.2194,90.5
39.8921,19.1177,10.9902,0.2198,90.6
39.8540,19.1341,11.0119,0.2202,90.7
39.8158,19.1505,11.0337,0.2207,90.8
39.7777,19.1668,11.0554,0.2211,90.9
39.7396,19.1832,11.0772,0.2215,91.0
39.7015,19.1995,11.0990,0.2220,91.1
39.6634,19.2158,11.1208,0.2224,91.2
39.6252,19.2321,11.1427,0.2229,91.3
39.5871,19.2483,11.1645,0.2233,91.4
39.5490,19.2645,11.1864,0.2237,91.5
39.5109,19.2807,11.2083,0.2242,91.6
39.4729,19.2969,11.2302,0.2246,91.7
39.4348,19.3131,11.2521,0.2250,91.8
39.3967,19.3292,11.2741,0.2255,91.9
39.3586,19.3453,11.2960,0.2259,92.0
39.3205,19.3614,11.3180,0.2264,92.1
39.2825,19.3775,11.3400,0.2268,92.2
39.2444,19.3935,11.3620,0.2272,92.3
39.2064,19.4095,11.3841,0.2277,92.4
39.1683,19.4255,11.4061,0.2281,92.5
39.1303,19.4415,11.4282,0.2286,92.6
39.0922,19.4574,11.4503,0.2290,92.7
39.0542,19.4733,11.4724,0.2294,92.8
39.0162,19.4892,11.4946,0.2299,92.9
38.9782,19.5051,11.5167,0.2303,93.0
38.9401,19.5210,11.5389,0.2308,93.1
38.9021,19.5368,11.5610,0.2312,93.2
38.8641,19.5526,11.5832,0.2317,93.3
38.8261,19.5684,11.6055,0.2321,93.4
38.7882,19.5841,11.6277,0.2326,93.5
38.7502,19.5998,11.6500,0.2330,93.6
38.7122,19.6155,11.6722,0.2334,93.7
38.6742,19.6312,11.6945,0.2339,93.8
38.6363,19.6469,11.7168,0.2343,93.9
38.5983,19.6625,11.7392,0.2348,94.0
38.5604,19.6781,11.7615,0.2352,94.1
38.5224,19.6937,11.7839,0.2357,94.2
38.4845,19.7092,11.8062,0.2361,94.3
38.4466,19.7248,11.8286,0.2366,94.4
38.4086,19.7403,11.8510,0.2370,94.5
38.3707,19.7558,11.8735,0.2375,94.6
38.3328,19.7712,11.8959,0.2379,94.7
38.2949,19.7866,11.9184,0.2384,94.8
38.2571,19.8020,11.9409,0.2388,94.9
38.2192,19.8174,11.9634,0.2393,95.0
38.1813,19.8328,11.9859,0.2397,95.1
38.1434,19.8481,12.0084,0.2402,95.2
38.1056,19.8634,12.0310,0.2406,95.3
38.0677,19.8787,12.0536,0.2411,95.4
38.0299,19.8939,12.0762,0.2415,95.5
37.9921,19.9091,12.0988,0.2420,95.6
37.9543,19.9243,12.1214,0.2424,95.7
37.9165,19.9395,12.1440,0.2429,95.8
37.8786,19.9546,12.1667,0.2433,95.9
37.8409,19.9698,12.1894,0.2438,96.0
37.8031,19.9848,12.2121,0.2442,96.1
37.7653,19.9999,12.2348,0.2447,96.2
37.7275,20.0149,12.2575,0.2451,96.3
37.6898,20.0300,12.2802,0.2456,96.4
37.6520,20.0449,12.3030,0.2461,96.5
37.6143,20.0599,12.3258,0.2465,96.6
37.5766,20.0748,12.3486,0.2470,96.7
37.5389,20.0897,12.3714,0.2474,96.8
37.5011,20.1046,12.3942,0.2479,96.9
37.4634,20.1195,12.4171,0.2483,97.0
37.4258,20.1343,12.4399,0.2488,97.1
37.3881,20.1491,12.4628,0.2493,97.2
37.3504,20.1639,12.4857,0.2497,97.3
37.3128,20.1786,12.5086,0.2502,97.4
37.2751,20.1933,12.5315,0.2506,97.5
37.2375,20.2080,12.5545,0.2511,97.6
37.1999,20.2227,12.5775,0.2515,97.7
37.1622,20.2373,12.6004,0.2520,97.8
37.1246,20.2519,12.6234,0.2525,97.9
37.0870,20.2665,12.6464,0.2529,98.0
37.0495,20.2810,12.6695,0.2534,98.1
37.0119,20.2956,12.6925,0.2539,98.2
36.9743,20.3100,12.7156,0.2543,98.3
36.9368,20.3245,12.7387,0.2548,98.4
36.8993,20.3390,12.7618,0.2552,98.5
36.8617,20.3534,12.7849,0.2557,98.6
36.8242,20.3678,12.8080,0.2562,98.7
36.7867,20.3821,12.8311,0.2566,98.8
36.7492,20.3964,12.8543,0.2571,98.9
36.7117,20.4107,12.8775,0.2575,99.0
36.6743,20.4250,12.9007,0.2580,99.1
36.6368,20.4393,12.9239,0.2585,99.2
36.5994,20.4535,12.9471,0.2589,99.3
36.5620,20.4677,12.9704,0.2594,99.4
36.5245,20.4818,12.9936,0.2599,99.5
36.4871,20.4959,13.0169,0.2603,99.6
36.4497,20.5100,13.0402,0.2608,99.7
36.4124,20.5241,13.0635,0.2613,99.8
36.3750,20.5382,13.0868,0.2617,99.9
36.3376,20.5522,13.1102,0.2622,100.0
36.3003,20.5662,13.1335,0.2627,100.1
36.2630,20.5801,13.1569,0.2631,100.2
36.2257,20.5940,13.1803,0.2636,100.3
36.1884,20.6079,13.2037,0.2641,100.4
36.1511,20.6218,13.2271,0.2645,100.5
36.1138,20.6357,13.2505,0.2650,100.6
36.0765,20.6495,13.2740,0.2655,100.7
36.0393,20.6632,13.2974,0.2659,100.8
36.0020,20.6770,13.3209,0.2664,100.9
35.9648,20.6907,13.3444,0.2669,101.0
35.9276,20.7044,13.3679,0.2674,101.1
35.8904,20.7181,13.3915,0.2678,101.2
35.8532,20.7317,13.4150,0.2683,101.3
35.8161,20.7453,13.4386,0.2688,101.4
35.7789,20.7589,13.4621,0.2692,101.5
35.7418,20.7725,13.4857,0.2697,101.6
35.7047,20.7860,13.5093,0.2702,101.7
35.6676,20.7995,13.5329,0.2707,101.8
35.6305,20.8129,13.5566,0.2711,101.9
35.5934,20.8263,13.5802,0.2716,102.0
35.5563,20.8397,13.6039,0.2721,102.1
35.5193,20.8531,13.6276,0.2726,102.2
35.4822,20.8664,13.6513,0.2730,102.3
35.4452,20.8798,13.6750,0.2735,102.4
35.4082,20.8930,13.6987,0.2740,102.5
35.3712,20.9063,13.7225,0.2744,102.6
35.3343,20.9195,13.7462,0.2749,102.7
35.2973,20.9327,13.7700,0.2754,102.8
35.2604,20.9458,13.7938,0.2759,102.9
35.2234,20.9590,13.8176,0.2764,103.0
35.1865,20.9721,13.8414,0.2768,103.1
35.1496,20.9851,13.8652,0.2773,103.2
35.1127,20.9982,13.8891,0.2778,103.3
35.0759,21.0112,13.9129,0.2783,103.4
35.0390,21.0241,13.9368,0.2787,103.5
35.0022,21.0371,13.9607,0.2792,103.6
34.9654,21.0500,13.9846,0.2797,103.7
34.9286,21.0629,14.0085,0.2802,103.8
34.8918,21.0757,14.0325,0.2806,103.9
34.8550,21.0885,14.0564,0.2811,104.0
34.8183,21.1013,14.0804,0.2816,104.1
34.7815,21.1141,14.1044,0.2821,104.2
34.7448,21.1268,14.1284,0.2826,104.3
34.7081,21.1395,14.1524,0.2830,104.4
34.6714,21.1522,14.1764,0.2835,104.5
34.6348,21.1648,14.2004,0.2840,104.6
34.5981,21.1774,14.2245,0.2845,104.7
34.5615,21.1900,14.2485,0.2850,104.8
34.5249,21.2025,14.2726,0.2855,104.9
34.4883,21.2150,14.2967,0.2859,105.0
34.4517,21.2275,14.3208,0.2864,105.1
34.4151,21.2399,14.3449,0.2869,105.2
34.3786,21.2524,14.3691,0.2874,105.3
34.3420,21.2647,14.3932,0.2879,105.4
34.3055,21.2771,14.4174,0.2883,105.5
34.2690,21.2894,14.4416,0.2888,105.6
34.2325,21.3017,14.4658,0.2893,105.7
34.1961,21.3139,14.4900,0.2898,105.8
34.1596,21.3262,14.5142,0.2903,105.9
34.1232,21.3384,14.5384,0.2908,106.0
34.0868,21.3505,14.5627,0.2913,106.1
34.0504,21.3626,14.5869,0.2917,106.2
34.0140,21.3747,14.6112,0.2922,106.3
33.9777,21.3868,14.6355,0.2927,106.4
33.9414,21.3988,14.6598,0.2932,106.5
33.9050,21.4108,14.6841,0.2937,106.6
33.8687,21.4228,14.7084,0.2942,106.7
33.8325,21.4347,14.7328,0.2947,106.8
33.7962,21.4466,14.7571,0.2951,106.9
33.7600,21.4585,14.7815,0.2956,107.0
33.7237,21.4703,14.8059,0.2961,107.1
33.6875,21.4821,14.8303,0.2966,107.2
33.6514,21.4939,14.8547,0.2971,107.3
33.6152,21.5056,14.8791,0.2976,107.4
33.5791,21.5174,14.9036,0.2981,107.5
33.5429,21.5290,14.9280,0.2986,107.6
33.5068,21.5407,14.9525,0.2990,107.7
33.4707,21.5523,14.9770,0.2995,107.8
33.4347,21.5639,15.0015,0.3000,107.9
33.3986,21.5754,15.0260,0.3005,108.0
33.3626,21.5869,15.0505,0.3010,108.1
33.3266,21.5984,15.0750,0.3015,108.2
33.2906,21.6098,15.0996,0.3020,108.3
33.2546,21.6213,15.1241,0.3025,108.4
33.2187,21.6326,15.1487,0.3030,108.5
33.1827,21.6440,15.1733,0.3035,108.6
33.1468,21.6553,15.1979,0.3040,108.7
33.1109,21.6666,15.2225,0.3044,108.8
33.0751,21.6778,15.2471,0.3049,108.9
33.0392,21.6890,15.2717,0.3054,109.0
33.0034,21.7002,15.2964,0.3059,109.1
32.9676,21.7114,15.3210,0.3064,109.2
32.9318,21.7225,15.3457,0.3069,109.3
32.8960,21.7336,15.3704,0.3074,109.4
32.8603,21.7446,15.3951,0.3079,109.5
32.8245,21.7556,15.4198,0.3084,109.6
32.7888,21.7666,15.4445,0.3089,109.7
32.7532,21.7776,15.4692,0.3094,109.8
32.7175,21.7885,15.4940,0.3099,109.9
32.6818,21.7994,15.5188,0.3104,110.0
32.6462,21.8102,15.5435,0.3109,110.1
32.6106,21.8211,15.5683,0.3114,110.2
32.5750,21.8318,15.5931,0.3119,110.3
32.5395,21.8426,15.6179,0.3124,110.4
32.5039,21.8533,15.6427,0.3129,110.5
32.4684,21.8640,15.6676,0.3134,110.6
32.4329,21.8746,15.6924,0.3138,110.7
32.3975,21.8852,15.7173,0.3143,110.8
32.3620,21.8958,15.7421,0.3148,110.9
32.3266,21.9064,15.7670,0.3153,111.0
32.2912,21.9169,15.7919,0.3158,111.1
32.2558,21.9274,15.8168,0.3163,111.2
32.2204,21.9378,15.8417,0.3168,111.3
32.1851,21.9482,15.8667,0.3173,111.4
32.1498,21.9586,15.8916,0.3178,111.5
32.1145,21.9690,15.9166,0.3183,111.6
32.0792,21.9793,15.9415,0.3188,111.7
32.0439,21.9895,15.9665,0.3193,111.8
32.0087,21.9998,15.9915,0.3198,111.9
31.9735,22.0100,16.0165,0.3203,112.0
31.9383,22.0202,16.0415,0.3208,112.1
31.9031,22.0303,16.0665,0.3213,112.2
31.8680,22.0404,16.0916,0.3218,112.3
31.8329,22.0505,16.1166,0.3223,112.4
31.7978,22.0605,16.1417,0.3228,112.5
31.7627,22.0705,16.1667,0.3233,112.6
31.7277,22.0805,16.1918,0.3238,112.7
31.6926,22.0905,16.2169,0.3243,112.8
31.6576,22.1004,16.2420,0.3248,112.9
31.6226,22.1102,16.2671,0.3253,113.0
31.5877,22.1201,16.2922,0.3258,113.1
31.5527,22.1299,16.3174,0.3263,113.2
31.5178,22.1396,16.3425,0.3269,113.3
31.4829,22.1494,16.3677,0.3274,113.4
31.4481,22.1590,16.3929,0.3279,113.5
31.4132,22.1687,16.4180,0.3284,113.6
31.3784,22.1783,16.4432,0.3289,113.7
31.3436,22.1879,16.4684,0.3294,113.8
31.3088,22.1975,16.4936,0.3299,113.9
31.2741,22.2070,16.5189,0.3304,114.0
31.2394,22.2165,16.5441,0.3309,114.1
31.2047,22.2260,16.5694,0.3314,114.2
31.1700,22.2354,16.5946,0.3319,114.3
31.1353,22.2448,16.6199,0.3324,114.4
31.1007,22.2541,16.6452,0.3329,114.5
31.0661,22.2634,16.6704,0.3334,114.6
31.0315,22.2727,16.6957,0.3339,114.7
30.9970,22.2820,16.7211,0.3344,114.8
30.9624,22.2912,16.7464,0.3349,114.9
30.9279,22.3004,16.7717,0.3354,115.0
30.8934,22.3095,16.7970,0.3359,115.1
30.8590,22.3186,16.8224,0.3364,115.2
30.8245,22.3277,16.8478,0.3370,115.3
30.7901,22.3367,16.8731,0.3375,115.4
30.7557,22.3457,16.8985,0.3380,115.5
30.7214,22.3547,16.9239,0.3385,115.6
30.6870,22.3636,16.9493,0.3390,115.7
30.6527,22.3725,16.9747,0.3395,115.8
30.6184,22.3814,17.0001,0.3400,115.9
30.5842,22.3902,17.0256,0.3405,116.0
30.5499,22.3990,17.0510,0.3410,116.1
30.5157,22.4078,17.0765,0.3415,116.2
30.4815,22.4165,17.1019,0.3420,116.3
